PRODUCTO,COBERTURA,ANIO,ID_ENTIDAD,ESPECIE_GANADERA,CABEZAS_SACRIFICADAS,ESTATUS_DATO_CBZ,PRODUCCION_CARNE,ESTATUS_DATO_PROD,VALOR_PRODUCCION,ESTATUS_DATO_VPROD,PRECIO_MEDIO,ESTATUS_DATO_PMED,ESTATUS
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	14",Ganado caprino,35778,Disponible,557,Disponible,23657,Disponible,42437,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	15",Ganado caprino,695,Disponible,12,Disponible,431,Disponible,37130,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	16",Ganado caprino,12592,Disponible,272,Disponible,10716,Disponible,39458,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	17",Ganado caprino,4253,Disponible,97,Disponible,4006,Disponible,41188,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	18",Ganado caprino,1014,Disponible,21,Disponible,796,Disponible,38257,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	19",Ganado caprino,893,Disponible,5,Disponible,178,Disponible,36226,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	20",Ganado caprino,15734,Disponible,396,Disponible,13380,Disponible,33771,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	21",Ganado caprino,712,Disponible,12,Disponible,471,Disponible,38848,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	22",Ganado caprino,52,Disponible,1,Disponible,31,Disponible,36566,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	23",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	24",Ganado caprino,496,Disponible,9,Disponible,347,Disponible,39999,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	25",Ganado caprino,19200,Disponible,475,Disponible,18685,Disponible,39323,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	26",Ganado caprino,1067,Disponible,26,Disponible,911,Disponible,35333,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	27",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	28",Ganado caprino,1869,Disponible,34,Disponible,1286,Disponible,38235,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	29",Ganado caprino,106,Disponible,2,Disponible,105,Disponible,47483,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	30",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	31",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	32",Ganado caprino,3828,Disponible,68,Disponible,2771,Disponible,40893,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	01",Ganado ovino,24067,Disponible,574,Disponible,21132,Disponible,36803,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	02",Ganado ovino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	03",Ganado ovino,89,Disponible,2,Disponible,54,Disponible,35250,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	04",Ganado ovino,256,Disponible,6,Disponible,213,Disponible,37682,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	05",Ganado ovino,404,Disponible,13,Disponible,536,Disponible,41154,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	06",Ganado ovino,555,Disponible,11,Disponible,387,Disponible,35070,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	07",Ganado ovino,98,Disponible,2,Disponible,75,Disponible,43360,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	08",Ganado ovino,1074,Disponible,23,Disponible,862,Disponible,37483,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	10",Ganado ovino,56,Disponible,1,Disponible,33,Disponible,32490,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	11",Ganado ovino,13900,Disponible,307,Disponible,11228,Disponible,36531,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	12",Ganado ovino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	13",Ganado ovino,3129,Disponible,72,Disponible,2675,Disponible,37159,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	14",Ganado ovino,22463,Disponible,475,Disponible,16510,Disponible,34734,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	15",Ganado ovino,23588,Disponible,548,Disponible,20255,Disponible,36973,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	16",Ganado ovino,8178,Disponible,198,Disponible,6804,Disponible,34330,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	17",Ganado ovino,1243,Disponible,28,Disponible,1237,Disponible,44468,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	18",Ganado ovino,425,Disponible,8,Disponible,327,Disponible,38510,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	19",Ganado ovino,55,Disponible, ,No significativo,13,Disponible,38906,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	20",Ganado ovino,5369,Disponible,117,Disponible,4286,Disponible,36637,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	21",Ganado ovino,11128,Disponible,273,Disponible,9886,Disponible,36189,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	22",Ganado ovino,9778,Disponible,225,Disponible,7699,Disponible,34239,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	23",Ganado ovino,2602,Disponible,59,Disponible,1981,Disponible,33353,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	24",Ganado ovino,4329,Disponible,81,Disponible,3244,Disponible,39810,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	25",Ganado ovino,15557,Disponible,311,Disponible,10637,Disponible,34175,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	26",Ganado ovino,1617,Disponible,39,Disponible,1372,Disponible,35534,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	27",Ganado ovino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	28",Ganado ovino,761,Disponible,14,Disponible,546,Disponible,37795,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	29",Ganado ovino,1345,Disponible,30,Disponible,1099,Disponible,36977,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	30",Ganado ovino,136,Disponible,3,Disponible,149,Disponible,43194,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	31",Ganado ovino,698,Disponible,14,Disponible,709,Disponible,48964,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	32",Ganado ovino,4780,Disponible,102,Disponible,4308,Disponible,42315,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	01",Ganado porcino,141005,Disponible,8370,Disponible,246838,Disponible,29492,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	02",Ganado porcino,5504,Disponible,502,Disponible,12836,Disponible,25569,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	03",Ganado porcino,12283,Disponible,875,Disponible,23750,Disponible,27152,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	04",Ganado porcino,87895,Disponible,5361,Disponible,154485,Disponible,28815,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	05",Ganado porcino,60235,Disponible,4429,Disponible,117841,Disponible,26607,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	06",Ganado porcino,141093,Disponible,9047,Disponible,257797,Disponible,28496,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	07",Ganado porcino,10286,Disponible,768,Disponible,23433,Disponible,30524,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	08",Ganado porcino,37469,Disponible,2326,Disponible,62638,Disponible,26926,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	10",Ganado porcino,17757,Disponible,1790,Disponible,47377,Disponible,26474,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	11",Ganado porcino,373008,Disponible,27182,Disponible,643885,Disponible,23688,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	12",Ganado porcino,160475,Disponible,11424,Disponible,344312,Disponible,30140,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	13",Ganado porcino,107571,Disponible,7349,Disponible,208842,Disponible,28418,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	14",Ganado porcino,892467,Disponible,57196,Disponible,1632723,Disponible,28546,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	15",Ganado porcino,577779,Disponible,42650,Disponible,1171503,Disponible,27468,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	16",Ganado porcino,336877,Disponible,24370,Disponible,747215,Disponible,30662,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	17",Ganado porcino,119554,Disponible,8309,Disponible,243676,Disponible,29327,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	18",Ganado porcino,84302,Disponible,4922,Disponible,142050,Disponible,28861,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	19",Ganado porcino,99913,Disponible,7397,Disponible,196198,Disponible,26524,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	20",Ganado porcino,45056,Disponible,3102,Disponible,84833,Disponible,27350,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	21",Ganado porcino,356188,Disponible,23503,Disponible,642675,Disponible,27344,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	22",Ganado porcino,186242,Disponible,14149,Disponible,368217,Disponible,26024,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	23",Ganado porcino,111197,Disponible,7147,Disponible,189021,Disponible,26446,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	24",Ganado porcino,128393,Disponible,9149,Disponible,254700,Disponible,27838,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	25",Ganado porcino,67491,Disponible,4798,Disponible,158866,Disponible,33111,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	26",Ganado porcino,41596,Disponible,3406,Disponible,98822,Disponible,29013,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	27",Ganado porcino,8984,Disponible,689,Disponible,17718,Disponible,25719,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	28",Ganado porcino,34665,Disponible,2397,Disponible,70331,Disponible,29345,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	29",Ganado porcino,58722,Disponible,4042,Disponible,107081,Disponible,26491,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	30",Ganado porcino,313110,Disponible,19846,Disponible,556054,Disponible,28018,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	31",Ganado porcino,307607,Disponible,25746,Disponible,719703,Disponible,27954,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2008,"	32",Ganado porcino,71279,Disponible,5635,Disponible,173299,Disponible,30752,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	01",Ganado bovino,42911,Disponible,10390,Disponible,303851,Disponible,29245,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	02",Ganado bovino,7464,Disponible,1861,Disponible,54127,Disponible,29084,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	03",Ganado bovino,21043,Disponible,3891,Disponible,112670,Disponible,28958,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	04",Ganado bovino,19641,Disponible,4229,Disponible,127565,Disponible,30161,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	05",Ganado bovino,216641,Disponible,53740,Disponible,1744852,Disponible,32469,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	06",Ganado bovino,33696,Disponible,8345,Disponible,264149,Disponible,31653,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	07",Ganado bovino,111814,Disponible,26267,Disponible,781034,Disponible,29734,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	08",Ganado bovino,105435,Disponible,22871,Disponible,603853,Disponible,26403,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	10",Ganado bovino,62927,Disponible,14276,Disponible,427712,Disponible,29960,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	11",Ganado bovino,192740,Disponible,42807,Disponible,1324450,Disponible,30940,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	12",Ganado bovino,84013,Disponible,17379,Disponible,563187,Disponible,32406,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	13",Ganado bovino,60798,Disponible,18255,Disponible,600842,Disponible,32913,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	14",Ganado bovino,477242,Disponible,119706,Disponible,3791565,Disponible,31674,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	15",Ganado bovino,219625,Disponible,55358,Disponible,1769285,Disponible,31961,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	16",Ganado bovino,266604,Disponible,61387,Disponible,2021103,Disponible,32924,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	17",Ganado bovino,48118,Disponible,12637,Disponible,388412,Disponible,30736,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	18",Ganado bovino,46902,Disponible,10003,Disponible,301455,Disponible,30136,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	19",Ganado bovino,42169,Disponible,10103,Disponible,298292,Disponible,29525,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	20",Ganado bovino,38561,Disponible,8694,Disponible,283111,Disponible,32563,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	21",Ganado bovino,82500,Disponible,19787,Disponible,613564,Disponible,31009,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	22",Ganado bovino,60438,Disponible,16487,Disponible,533132,Disponible,32336,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	23",Ganado bovino,14097,Disponible,3600,Disponible,152331,Disponible,42312,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	24",Ganado bovino,95888,Disponible,20732,Disponible,613168,Disponible,29575,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	25",Ganado bovino,73511,Disponible,15218,Disponible,501837,Disponible,32977,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	26",Ganado bovino,47907,Disponible,10842,Disponible,352792,Disponible,32538,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	27",Ganado bovino,62018,Disponible,14410,Disponible,394916,Disponible,27406,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	28",Ganado bovino,79910,Disponible,18056,Disponible,540233,Disponible,29919,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	29",Ganado bovino,12381,Disponible,3390,Disponible,106445,Disponible,31401,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	30",Ganado bovino,155649,Disponible,36927,Disponible,1095743,Disponible,29673,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	31",Ganado bovino,35223,Disponible,7679,Disponible,234833,Disponible,30582,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	32",Ganado bovino,69879,Disponible,15805,Disponible,476976,Disponible,30179,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	01",Ganado caprino,2642,Disponible,46,Disponible,1248,Disponible,26869,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	02",Ganado caprino,1752,Disponible,39,Disponible,967,Disponible,24787,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	03",Ganado caprino,5327,Disponible,34,Disponible,804,Disponible,23716,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	04",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	05",Ganado caprino,115,Disponible,3,Disponible,78,Disponible,26894,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	06",Ganado caprino,1273,Disponible,25,Disponible,662,Disponible,26763,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	07",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	08",Ganado caprino,853,Disponible,14,Disponible,485,Disponible,33614,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	10",Ganado caprino,7,Disponible, ,No significativo,3,Disponible,29000,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	11",Ganado caprino,26449,Disponible,461,Disponible,12867,Disponible,27899,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	12",Ganado caprino,126,Disponible,2,Disponible,65,Disponible,29460,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	13",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	14",Ganado caprino,23042,Disponible,367,Disponible,11896,Disponible,32430,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	15",Ganado caprino,393,Disponible,7,Disponible,188,Disponible,27859,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	16",Ganado caprino,10602,Disponible,229,Disponible,6984,Disponible,30494,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	17",Ganado caprino,4116,Disponible,97,Disponible,3001,Disponible,31037,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	18",Ganado caprino,190,Disponible,3,Disponible,87,Disponible,28441,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	19",Ganado caprino,1472,Disponible,8,Disponible,230,Disponible,29292,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	20",Ganado caprino,9792,Disponible,232,Disponible,6222,Disponible,26821,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	21",Ganado caprino,78,Disponible,1,Disponible,42,Disponible,30231,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	22",Ganado caprino,23,Disponible, ,No significativo,13,Disponible,28002,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	23",Ganado caprino,26,Disponible,1,Disponible,17,Disponible,29208,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	24",Ganado caprino,283,Disponible,5,Disponible,148,Disponible,30998,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	25",Ganado caprino,21023,Disponible,529,Disponible,16121,Disponible,30470,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	26",Ganado caprino,540,Disponible,13,Disponible,359,Disponible,26916,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	27",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	28",Ganado caprino,1243,Disponible,22,Disponible,671,Disponible,29986,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	29",Ganado caprino,54,Disponible,1,Disponible,40,Disponible,36888,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	30",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	31",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	32",Ganado caprino,2871,Disponible,51,Disponible,1612,Disponible,31496,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2009,"	01",Ganado ovino,24705,Disponible,587,Disponible,16647,Disponible,28362,Disponible,Cifras Definitivas
